epoch,updates,auc,ap,val_auc,val_ap
0,0,0.47130176257836903,0.6743396735834303,0.5678151682267796,0.7024336292687011
1,500,0.9848868184613718,0.9707828774016555,0.9959829717689492,0.9950806123468618
1,1000,0.9879283866332014,0.9803106348034278,0.9950147750000234,0.9943233514108225
1,1500,0.9937231010021659,0.9906217003321341,0.9962854110639927,0.9956572905732813
1,1734,0.9943167959221242,0.9917407952661137,0.996862600275779,0.996219022074986
2,2000,0.9942173208862579,0.9915260977330017,0.9973105761646216,0.9969655738007295
2,2500,0.9946977159641822,0.9935084379201538,0.997182131562059,0.9974524969766435
2,3000,0.9908735011808438,0.9924351053015106,0.9976034991933839,0.9979204541044436
2,3468,0.9622846893812661,0.9815413428197138,0.9954399680709112,0.9965044786737496
3,3500,0.9543947465577737,0.9779271331608675,0.9974518220343277,0.9978224520476185
3,4000,0.931553722598858,0.9682725014003253,0.9927645211365976,0.9946959298285778
3,4500,0.9014956228368958,0.9549694403423286,0.9909686465184164,0.9933970595805838
3,5000,0.9101237279689977,0.959146570101088,0.9849800729707564,0.9900521019160127
3,5202,0.9114218928601552,0.9599738477814725,0.983925662047028,0.9895360053983835
4,5500,0.912370111966791,0.9604660612938084,0.9856315249481631,0.9907990968061965
4,6000,0.9107136773785967,0.9598434866264026,0.9819651873828972,0.9885510077555124
4,6500,0.9108827743368563,0.9599098704367314,0.9794373349037195,0.9873433719550553
4,6936,0.9101505732269317,0.9597188265784021,0.9760139986187238,0.9849286273398112
5,7000,0.9124036203661192,0.9608156134224362,0.9768859439071146,0.9854611960351589
5,7500,0.8999727800744934,0.9546784706017819,0.9721005067421626,0.9828222007512237
5,8000,0.9083151991011374,0.9588949562165714,0.9749229955542603,0.9843843958712767
5,8500,0.8977811058444398,0.9538165519603742,0.9704651433814739,0.9820704139363364
5,8670,0.9103117750496781,0.9598100691008092,0.9761469262471655,0.9850616140892218
6,9000,0.8983014002451154,0.9540872555697214,0.976495243548098,0.985479132027326
6,9500,0.8796377912193427,0.9455192039751136,0.9747296448245353,0.9844896682110424
6,10000,0.9009974899247732,0.9552610020060659,0.974936476940788,0.9845643749664764
6,10404,0.8884950234378454,0.9493160881140769,0.9713220331021135,0.9822879406662354
7,10500,0.883424127731283,0.9471107401185216,0.9666018555454902,0.9794495355291807
7,11000,0.8745944139724403,0.9429381997398547,0.9645845445638233,0.9790105478200717
7,11500,0.8664602446773052,0.9392325881403598,0.9629561800328728,0.977955593432425
7,12000,0.8604047905340726,0.9360504695953051,0.9639509164865865,0.9786850356703708
7,12138,0.8505586141480409,0.9312841528127906,0.964869746964386,0.9790881857642747
8,12500,0.8571774067865555,0.9345773436868801,0.9708611450148804,0.9825672052946349
8,13000,0.8510997057812723,0.9318573404019275,0.9586925165217988,0.9760665215792719
8,13500,0.8458270740090162,0.9293527792572082,0.9637662735403136,0.9788695757471398
8,13872,0.832482321137505,0.9226591442179358,0.9597390910995783,0.9764416048556089
9,14000,0.7875541828493006,0.8991223681803858,0.9538985754966459,0.9733566517299114
9,14500,0.8005920745729532,0.9065530787628873,0.9562005235949829,0.974517151222957
9,15000,0.7516710149824608,0.8806877641950404,0.9498237744364344,0.9711815132904423
9,15500,0.7874993257963062,0.8985798260068938,0.958688498658759,0.9758288614658921
9,15606,0.7866342873851176,0.8993166426643929,0.9587480589524405,0.9761650705123245
10,16000,0.7905104014625549,0.9017274095030166,0.9575141864508903,0.9754567954070713
10,16500,0.7226120325378194,0.8649679916076397,0.9504610727265591,0.9713878147541268
10,17000,0.7279144893214093,0.8688791396879396,0.9459205170753028,0.9693065282896224
10,17340,0.7695089141367822,0.8908452389662558,0.948178148561306,0.9705228540095518
