epoch,updates,te_mmr,te_hits@1,te_hits@5,te_hits@10,va_mmr,va_hits@1,va_hits@5va_hits@10
0,0,0.003037694375962019,0.0,0.0022823233157396317,0.002967020496726036,0.002604283858090639,0.0,0.001321068499237299,0.0023485664278268814
1,66,0.02368166856467724,0.007018144242465496,0.03668835014104843,0.05614515393972397,0.02245478518307209,0.0054799881763756275,0.03571777790784836,0.0547509528696537
2,133,0.12195263057947159,0.07434668391942978,0.1579938381910324,0.2139107584953308,0.11679999530315399,0.06952735036611557,0.1507975310087204,0.20701633393764496
3,199,0.19767874479293823,0.13305945694446564,0.25619080662727356,0.32483166456222534,0.19457067549228668,0.1301986426115036,0.253302663564682,0.3255700170993805
4,266,0.23204366862773895,0.15930616855621338,0.299954354763031,0.38046330213546753,0.22827929258346558,0.1545160859823227,0.29714256525039673,0.37821704149246216
5,332,0.2535041272640228,0.1787629872560501,0.32294875383377075,0.4070523679256439,0.24950148165225983,0.17418533563613892,0.32067716121673584,0.4032194912433624
6,399,0.2628644108772278,0.1867511123418808,0.33464565873146057,0.4197763204574585,0.2591796815395355,0.18289460241794586,0.3327135741710663,0.4170662462711334
7,465,0.2665275037288666,0.1889193207025528,0.33989500999450684,0.4267374277114868,0.26237741112709045,0.18406888842582703,0.3364321291446686,0.4213719367980957
8,532,0.26965567469596863,0.19160105288028717,0.3436608612537384,0.4310738444328308,0.26474839448928833,0.18607495725154877,0.3388296067714691,0.42739012837409973
9,598,0.27174046635627747,0.19348396360874176,0.34736961126327515,0.43181559443473816,0.2671962380409241,0.18910852074623108,0.34024855494499207,0.42964085936546326
10,665,0.27317216992378235,0.19456806778907776,0.34833961725234985,0.4339267313480377,0.267360121011734,0.1880320906639099,0.34386923909187317,0.4316469132900238
11,731,0.27478551864624023,0.1959945261478424,0.34993723034858704,0.4368937611579895,0.268817663192749,0.18959780037403107,0.34386923909187317,0.43419119715690613
12,798,0.27541446685791016,0.19702157378196716,0.3514207601547241,0.44037431478500366,0.26872584223747253,0.18773852288722992,0.3465113937854767,0.43722477555274963
13,864,0.27624422311782837,0.1974780261516571,0.35239073634147644,0.4444824755191803,0.26984813809394836,0.1883745938539505,0.34734317660331726,0.438545823097229
14,931,0.277519166469574,0.19742096960544586,0.35592833161354065,0.4449959993362427,0.27113816142082214,0.19062529504299164,0.34739211201667786,0.43742048740386963
15,997,0.27859991788864136,0.1988474279642105,0.3557001054286957,0.4445965886116028,0.272895872592926,0.1921910047531128,0.3502788841724396,0.4383990466594696
16,1000,0.27855563163757324,0.19890448451042175,0.3550153970718384,0.4449959993362427,0.27095332741737366,0.18989136815071106,0.3495938777923584,0.439132958650589
16,1000,0.27744370698928833,0.19730685651302338,0.35444483160972595,0.4441971778869629,0.27167606353759766,0.19067423045635223,0.3493492305278778,0.4394265413284302
16,1000,0.27755165100097656,0.19736391305923462,0.35336071252822876,0.4449959993362427,0.27148333191871643,0.19042958319187164,0.348859965801239,0.43722477555274963
16,1000,0.2779737412929535,0.19844801723957062,0.35404542088508606,0.44322720170021057,0.2712750732898712,0.18945100903511047,0.3499853014945984,0.4390840530395508
