epoch,updates,te_mmr,te_hits@1,te_hits@5,te_hits@10,va_mmr,va_hits@1,va_hits@5va_hits@10
0,0,0.0014600669965147972,0.0,0.00028529041446745396,0.0005135227693244815,0.0014902717666700482,0.0,0.00039142771856859326,0.0006360700353980064
1,66,0.0038479447830468416,0.0,0.0017117426032200456,0.004564646631479263,0.0037420319858938456,0.0,0.0010274978121742606,0.004501418676227331
2,133,0.04718216881155968,0.01877211034297943,0.06670089811086655,0.10281866788864136,0.045937612652778625,0.01780996099114418,0.06429200619459152,0.10216263681650162
3,199,0.10037178546190262,0.05568869039416313,0.13676823675632477,0.1864658147096634,0.09861937165260315,0.05382131040096283,0.13425970077514648,0.1811821013689041
4,266,0.14642636477947235,0.09289056062698364,0.188120499253273,0.2510555684566498,0.14673680067062378,0.09281729906797409,0.1888149529695511,0.25154122710227966
5,332,0.19521476328372955,0.1308341920375824,0.2519114315509796,0.3255734443664551,0.19364289939403534,0.12877972424030304,0.2500244677066803,0.32356393337249756
6,399,0.2276122272014618,0.15599679946899414,0.2924797534942627,0.375955730676651,0.22596940398216248,0.1545160859823227,0.28941187262535095,0.3761131167411804
7,465,0.24901549518108368,0.1734565794467926,0.31832706928253174,0.40505534410476685,0.24527913331985474,0.16968391835689545,0.3158332407474518,0.4034152030944824
8,532,0.2589626610279083,0.1813305914402008,0.3331621587276459,0.42108866572380066,0.2565131187438965,0.17907817661762238,0.32791855931282043,0.41554945707321167
9,598,0.2640772759914398,0.18572406470775604,0.3375556170940399,0.4278215169906616,0.26099270582199097,0.1817203164100647,0.33457285165786743,0.42362263798713684
10,665,0.2679286599159241,0.18857696652412415,0.34411731362342834,0.4347255527973175,0.2647504508495331,0.184851735830307,0.3400039076805115,0.4307172894477844
11,731,0.26891711354255676,0.18846285343170166,0.3456578850746155,0.4376925826072693,0.266592413187027,0.18587923049926758,0.3427928388118744,0.43301692605018616
12,798,0.27009648084640503,0.18954695761203766,0.3493666648864746,0.4401460587978363,0.26811328530311584,0.18734709918498993,0.34484782814979553,0.43639296293258667
13,864,0.2713033854961395,0.1906881183385849,0.3489672541618347,0.44345542788505554,0.2680814564228058,0.18671102821826935,0.3460710346698761,0.438154399394989
14,931,0.27207013964653015,0.1909734159708023,0.35010841488838196,0.44305601716041565,0.26834234595298767,0.18622173368930817,0.34714746475219727,0.4388883411884308
15,997,0.27210119366645813,0.19034577906131744,0.35010841488838196,0.44522422552108765,0.26876431703567505,0.18583030998706818,0.3489088714122772,0.43972012400627136
16,1000,0.2724868357181549,0.1910875290632248,0.3504507541656494,0.4466506838798523,0.269064724445343,0.18656423687934875,0.3491535186767578,0.44035619497299194
16,1000,0.27202704548835754,0.19057400524616241,0.3494807779788971,0.44630834460258484,0.26936447620391846,0.18724922835826874,0.3494960367679596,0.44016048312187195
16,1000,0.27227354049682617,0.19074517488479614,0.3505648672580719,0.4461371600627899,0.2691617012023926,0.18680888414382935,0.34797924757003784,0.44045403599739075
16,1000,0.27224138379096985,0.19085928797721863,0.34993723034858704,0.44550952315330505,0.26905357837677,0.18622173368930817,0.3494960367679596,0.44069868326187134
16,1064,0.27322301268577576,0.19194339215755463,0.352333664894104,0.4444824755191803,0.26976776123046875,0.18720030784606934,0.3486153185367584,0.4424111843109131
17,1130,0.272763729095459,0.19103047251701355,0.3538171947002411,0.4455665946006775,0.2688356935977936,0.18612387776374817,0.34773460030555725,0.4412368834018707
18,1197,0.27278658747673035,0.19120164215564728,0.3507360517978668,0.4455665946006775,0.26846662163734436,0.1849985271692276,0.34788137674331665,0.44079655408859253
19,1263,0.27265334129333496,0.191372811794281,0.3512495756149292,0.4448818862438202,0.2684177756309509,0.1853899508714676,0.34724530577659607,0.4415304660797119
20,1330,0.2728077173233032,0.19114458560943604,0.35130661725997925,0.4441971778869629,0.2688066363334656,0.18553674221038818,0.34768566489219666,0.4414325952529907
21,1396,0.2720363140106201,0.18977518379688263,0.34953781962394714,0.44482484459877014,0.2688373923301697,0.1852431744337082,0.3491535186767578,0.4425579607486725
22,1463,0.2719286382198334,0.1897181272506714,0.3530183732509613,0.44608011841773987,0.2682316303253174,0.185047447681427,0.34739211201667786,0.4424601197242737
23,1529,0.2726411819458008,0.1897181272506714,0.35307544469833374,0.4472212791442871,0.2688346207141876,0.18553674221038818,0.3495449423789978,0.44324296712875366
24,1596,0.2712770700454712,0.18806344270706177,0.3515348732471466,0.447848916053772,0.26796969771385193,0.184851735830307,0.3454349637031555,0.4426558315753937
25,1662,0.2711311876773834,0.1886340230703354,0.3517630994319916,0.4462512731552124,0.2675460875034332,0.1848028153181076,0.3459731638431549,0.4417751133441925
26,1729,0.2716149389743805,0.18948990106582642,0.3506789803504944,0.44608011841773987,0.26809239387512207,0.18553674221038818,0.34474995732307434,0.4420686662197113
27,1795,0.27102363109588623,0.1878352165222168,0.3500513434410095,0.44956064224243164,0.26710399985313416,0.18406888842582703,0.3453860282897949,0.4411390423774719
