epoch,updates,te_mmr,te_hits@1,te_hits@5,te_hits@10,va_mmr,va_hits@1,va_hits@5va_hits@10
0,0,0.0021720584481954575,0.0,0.0005135227693244815,0.000741755124181509,0.002019923646003008,0.0,0.0003424992610234767,0.0004892846336588264
1,66,0.0202083308249712,0.005192285869270563,0.037886567413806915,0.056373387575149536,0.019150232896208763,0.0036207064986228943,0.03674527630209923,0.05626773461699486
2,133,0.13099071383476257,0.09574346989393234,0.15536916255950928,0.19713568687438965,0.12874235212802887,0.09330657869577408,0.15495644509792328,0.1950777918100357
3,199,0.19916784763336182,0.13363003730773926,0.2585872411727905,0.3276275098323822,0.19581635296344757,0.1302964985370636,0.253302663564682,0.32669535279273987
4,266,0.2371676117181778,0.1638137549161911,0.3069725036621094,0.38525620102882385,0.23372162878513336,0.15970250964164734,0.3022311329841614,0.3842841684818268
5,332,0.2566852271556854,0.18070295453071594,0.3271140158176422,0.40956294536590576,0.25135335326194763,0.1749192625284195,0.32322144508361816,0.40566590428352356
6,399,0.26352325081825256,0.18789227306842804,0.33350449800491333,0.42160218954086304,0.25844457745552063,0.1813288927078247,0.3320775032043457,0.4174576699733734
7,465,0.2668306231498718,0.1893187314271927,0.33978089690208435,0.4266803562641144,0.2623947560787201,0.18421566486358643,0.3369213938713074,0.4239651560783386
8,532,0.2708480656147003,0.19416865706443787,0.34303319454193115,0.43044620752334595,0.26533403992652893,0.18656423687934875,0.3389764130115509,0.4278304874897003
9,598,0.27109432220458984,0.19194339215755463,0.3450302481651306,0.43221500515937805,0.26738810539245605,0.18754281103610992,0.3430374562740326,0.4308151304721832
10,665,0.2736853361129761,0.1950245350599289,0.3485107719898224,0.4376925826072693,0.2689114212989807,0.18925529718399048,0.34455424547195435,0.43316370248794556
11,731,0.2746894657611847,0.1966792196035385,0.34993723034858704,0.4386625587940216,0.27005434036254883,0.19067423045635223,0.3454838991165161,0.43409332633018494
12,798,0.27805784344673157,0.19913271069526672,0.3530183732509613,0.4415154755115509,0.2710843086242676,0.19091886281967163,0.3462178111076355,0.43683332204818726
