epoch,updates,te_mmr,te_hits@1,te_hits@5,te_hits@10,va_mmr,va_hits@1,va_hits@5va_hits@10
0,0,0.002423634519800544,0.0,0.00011411617015255615,0.00034234850318171084,0.002383793704211712,0.0,0.00019571385928429663,0.0004403561761137098
1,66,0.02297113463282585,0.006732854060828686,0.03052607551217079,0.05779983848333359,0.021957652643322945,0.005333202891051769,0.029406007379293442,0.056023091077804565
2,133,0.12556275725364685,0.08005249500274658,0.1602761596441269,0.21345429122447968,0.12124578654766083,0.0753009095788002,0.15608179569244385,0.21014775335788727
3,199,0.2002614289522171,0.13591235876083374,0.256761372089386,0.3283122181892395,0.1968417912721634,0.13156864047050476,0.25555336475372314,0.3284078538417816
4,266,0.2343197762966156,0.15999087691307068,0.30366313457489014,0.3854273557662964,0.22924865782260895,0.15353752672672272,0.301056832075119,0.3839905858039856
5,332,0.25468873977661133,0.1799612045288086,0.32226407527923584,0.40790826082229614,0.2505563497543335,0.1745767593383789,0.3218025267124176,0.40684017539024353
6,399,0.2630541920661926,0.1863517016172409,0.3343033194541931,0.42257216572761536,0.2587450444698334,0.1816713958978653,0.33041393756866455,0.418876588344574
7,465,0.2662866711616516,0.18857696652412415,0.3414926528930664,0.4284491539001465,0.2620355188846588,0.18446031212806702,0.3351110517978668,0.42376944422721863
8,532,0.27038779854774475,0.19257104396820068,0.34354671835899353,0.4311879575252533,0.2643741965293884,0.18617281317710876,0.3384871184825897,0.42616692185401917
9,598,0.2718999981880188,0.19348396360874176,0.3471984565258026,0.4356384873390198,0.26703760027885437,0.1882767379283905,0.3419610261917114,0.4310108423233032
10,665,0.27340397238731384,0.19513864815235138,0.3478831350803375,0.4363231658935547,0.2675105929374695,0.1881299465894699,0.3435267508029938,0.4318915605545044
11,731,0.2737913429737091,0.19439689815044403,0.3489672541618347,0.43752139806747437,0.26826995611190796,0.1885703057050705,0.34450531005859375,0.4344358444213867
12,798,0.27473536133766174,0.1953098177909851,0.3506789803504944,0.439176082611084,0.2707110047340393,0.19082100689411163,0.3454838991165161,0.43629512190818787
13,864,0.2767772972583771,0.1985621303319931,0.3513636887073517,0.44197192788124084,0.27021971344947815,0.19033172726631165,0.3457285463809967,0.43678441643714905
14,931,0.2767498195171356,0.1959945261478424,0.35512951016426086,0.4453383684158325,0.2723580598831177,0.1914081573486328,0.35086601972579956,0.438937246799469
15,997,0.27655696868896484,0.19662216305732727,0.354216605424881,0.44482484459877014,0.27161869406700134,0.19008708000183105,0.3505724370479584,0.44104117155075073
16,1000,0.2774050235748291,0.1970786303281784,0.35661303997039795,0.4467647969722748,0.27283382415771484,0.1919952929019928,0.3497895896434784,0.4424601197242737
16,1000,0.27725949883461,0.19742096960544586,0.35632774233818054,0.447905957698822,0.27280017733573914,0.1918974369764328,0.3502788841724396,0.4417261779308319
16,1000,0.2771942615509033,0.19702157378196716,0.3570694923400879,0.4459660053253174,0.27306270599365234,0.19243565201759338,0.349642813205719,0.4415304660797119
16,1000,0.27729493379592896,0.19730685651302338,0.3559854030609131,0.44550952315330505,0.2725333869457245,0.1917017251253128,0.3497406542301178,0.4412858188152313
16,1064,0.27910730242729187,0.19930389523506165,0.3554718792438507,0.4471642076969147,0.27314987778663635,0.1920931488275528,0.35091495513916016,0.4424601197242737
17,1130,0.2788284718990326,0.19759215414524078,0.35889536142349243,0.4489330053329468,0.2719770073890686,0.19062529504299164,0.3499363660812378,0.44089439511299133
18,1197,0.27964910864830017,0.19753509759902954,0.3611206114292145,0.45093005895614624,0.27334296703338623,0.19033172726631165,0.3532145917415619,0.4449065327644348
19,1263,0.2791423797607422,0.19810567796230316,0.3591235876083374,0.4489330053329468,0.2734925448894501,0.1917017251253128,0.3524317443370819,0.4427047371864319
20,1330,0.2797945439815521,0.19702157378196716,0.3625470697879791,0.45053064823150635,0.2723037600517273,0.18945100903511047,0.3521870970726013,0.4459340274333954
21,1396,0.2777722477912903,0.1963939219713211,0.35781124234199524,0.4507018029689789,0.2713491916656494,0.18930423259735107,0.350229948759079,0.4416283369064331
22,1463,0.2790747582912445,0.19702157378196716,0.35958003997802734,0.4503594636917114,0.2725429832935333,0.18964673578739166,0.3523338735103607,0.44701045751571655
23,1529,0.2782464027404785,0.19553805887699127,0.3598082959651947,0.4531553089618683,0.27205759286880493,0.1886681616306305,0.3525295853614807,0.4447597563266754
24,1596,0.27863603830337524,0.19565217196941376,0.36083534359931946,0.4534406065940857,0.2713368535041809,0.18724922835826874,0.3532635271549225,0.44637438654899597
25,1662,0.27842947840690613,0.1953098177909851,0.36066415905952454,0.45121532678604126,0.27292490005493164,0.18959780037403107,0.3539485037326813,0.4460808038711548
26,1729,0.2785281836986542,0.19508159160614014,0.35975122451782227,0.45652174949645996,0.2710670530796051,0.18695566058158875,0.3530188798904419,0.4460318982601166
27,1795,0.2767813503742218,0.1927422136068344,0.35866713523864746,0.4549811780452728,0.2702506482601166,0.18636852502822876,0.3502788841724396,0.446178674697876
28,1862,0.2749550938606262,0.190288707613945,0.3581536114215851,0.4554947018623352,0.26921895146369934,0.185047447681427,0.3505724370479584,0.44637438654899597
29,1928,0.27558520436286926,0.1921716332435608,0.35632774233818054,0.45349764823913574,0.2695618271827698,0.18578137457370758,0.35120850801467896,0.44686368107795715
30,1995,0.27498915791511536,0.19125869870185852,0.3565559685230255,0.4550382196903229,0.26890990138053894,0.18578137457370758,0.34778353571891785,0.4456404447555542
31,2000,0.27365463972091675,0.19051694869995117,0.3549012839794159,0.4525276720523834,0.26938924193382263,0.18675994873046875,0.34753888845443726,0.44730404019355774
31,2000,0.2735939621925354,0.19057400524616241,0.3541024625301361,0.4548099935054779,0.2691071629524231,0.18627066910266876,0.34753888845443726,0.4463254511356354
31,2000,0.27414798736572266,0.19125869870185852,0.35404542088508606,0.45435354113578796,0.26959890127182007,0.18680888414382935,0.34802818298339844,0.4462276101112366
31,2000,0.2732490003108978,0.1904028356075287,0.3553577661514282,0.45281296968460083,0.26941993832588196,0.18622173368930817,0.34802818298339844,0.4462765157222748
31,2061,0.2729402482509613,0.18937578797340393,0.352333664894104,0.4549811780452728,0.2681940495967865,0.1852920949459076,0.3466092348098755,0.44314509630203247
32,2128,0.2734830677509308,0.18909049034118652,0.3562706708908081,0.4549241065979004,0.2667626738548279,0.18274781107902527,0.3499853014945984,0.44387903809547424
