epoch,updates,te_mmr,te_hits@1,te_hits@5,te_hits@10,va_mmr,va_hits@1,va_hits@5va_hits@10
0,0,0.0010977663332596421,0.0,5.7058085076278076e-05,5.7058085076278076e-05,0.0010882148053497076,0.0,0.0,0.0
1,66,0.0033881543204188347,0.0,0.00011411617015255615,0.0012552778935059905,0.003454296151176095,0.0,0.0001467854017391801,0.0012721400707960129
2,133,0.04545807093381882,0.014036288484930992,0.06789912283420563,0.10869564861059189,0.044606633484363556,0.01350425649434328,0.06796164065599442,0.10744690895080566
3,199,0.07866854220628738,0.03303663060069084,0.11234737187623978,0.1695195734500885,0.08066105842590332,0.0343477837741375,0.11610724776983261,0.17222820222377777
4,266,0.14722949266433716,0.09551523625850677,0.18612347543239594,0.25031381845474243,0.14691612124443054,0.09462764859199524,0.18661315739154816,0.2506116032600403
5,332,0.1948956698179245,0.13157594203948975,0.24940088391304016,0.3265434205532074,0.19379974901676178,0.1302964985370636,0.24801838397979736,0.32331928610801697
6,399,0.22616304457187653,0.15725208818912506,0.2863745391368866,0.3685952425003052,0.22178061306476593,0.15231430530548096,0.28314903378486633,0.36500635743141174
7,465,0.24553047120571136,0.17163072526454926,0.3142188787460327,0.3987219035625458,0.24073225259780884,0.16611213982105255,0.3089832663536072,0.39612483978271484
8,532,0.2563445568084717,0.18001826107501984,0.32745635509490967,0.4141846299171448,0.25238877534866333,0.17516390979290009,0.3246403634548187,0.41256481409072876
9,598,0.26057887077331543,0.18230058252811432,0.3356727063655853,0.42525389790534973,0.25763368606567383,0.17917603254318237,0.3325667679309845,0.42000195384025574
10,665,0.2660572826862335,0.18720757961273193,0.34115028381347656,0.4313020706176758,0.2624030113220215,0.18255209922790527,0.33706820011138916,0.4279772937297821
11,731,0.26767876744270325,0.18777815997600555,0.3428049683570862,0.4342120289802551,0.26511865854263306,0.1849006712436676,0.34039533138275146,0.4324786961078644
12,798,0.2695161998271942,0.1886340230703354,0.3469131588935852,0.44060254096984863,0.26634442806243896,0.1852431744337082,0.342009961605072,0.4351208508014679
13,864,0.27151548862457275,0.19063106179237366,0.34765490889549255,0.44157251715660095,0.26680463552474976,0.1852920949459076,0.34465211629867554,0.4381054639816284
14,931,0.2713576555252075,0.18926167488098145,0.350165456533432,0.4431130886077881,0.268485963344574,0.18636852502822876,0.3467560410499573,0.44020938873291016
15,997,0.27276545763015747,0.1910875290632248,0.35102134943008423,0.44362661242485046,0.269731342792511,0.18778744339942932,0.34748995304107666,0.44079655408859253
16,1000,0.2719864845275879,0.1906881183385849,0.34982311725616455,0.4428277909755707,0.26895079016685486,0.18724922835826874,0.3464624583721161,0.4389861822128296
16,1000,0.2727304697036743,0.19171516597270966,0.3508501648902893,0.44214311242103577,0.26930347084999084,0.18764066696166992,0.34753888845443726,0.43952441215515137
16,1000,0.27214962244033813,0.19091635942459106,0.3491954803466797,0.44214311242103577,0.2688322067260742,0.18680888414382935,0.3469028174877167,0.4392797648906708
16,1000,0.27278053760528564,0.19200046360492706,0.35010841488838196,0.4419148564338684,0.2683867812156677,0.18627066910266876,0.3467071056365967,0.4394265413284302
16,1064,0.2724932134151459,0.1906881183385849,0.3506789803504944,0.4441971778869629,0.2699216306209564,0.18783637881278992,0.34822389483451843,0.43962225317955017
17,1130,0.27226269245147705,0.19045989215373993,0.3508501648902893,0.44442543387413025,0.2693071663379669,0.18680888414382935,0.3470495939254761,0.4417751133441925
18,1197,0.2724626064300537,0.190288707613945,0.3509642779827118,0.44608011841773987,0.2690831422805786,0.18573245406150818,0.34812602400779724,0.44314509630203247
19,1263,0.27180084586143494,0.19017459452152252,0.34993723034858704,0.4442542493343353,0.26872870326042175,0.185047447681427,0.3499363660812378,0.4416772425174713
20,1330,0.2725023627281189,0.19074517488479614,0.3507360517978668,0.44590893387794495,0.2683826982975006,0.18583030998706818,0.34793031215667725,0.4425579607486725
21,1396,0.27327534556388855,0.19182927906513214,0.35227662324905396,0.4474495053291321,0.2684367597103119,0.185145303606987,0.34817495942115784,0.44338974356651306
22,1463,0.2723263204097748,0.1906881183385849,0.35039371252059937,0.4448818862438202,0.26822856068611145,0.1852431744337082,0.3487131595611572,0.4411390423774719
23,1529,0.27242419123649597,0.18983225524425507,0.3510783910751343,0.4485335946083069,0.2688494622707367,0.18587923049926758,0.34773460030555725,0.44343867897987366
24,1596,0.2730325162410736,0.19131575524806976,0.3522195518016815,0.44659364223480225,0.2693921625614166,0.18705351650714874,0.3491535186767578,0.4427536725997925
25,1662,0.27156081795692444,0.18966107070446014,0.3497660756111145,0.4455665946006775,0.2676960527896881,0.184753879904747,0.34744101762771606,0.44089439511299133
26,1729,0.270826131105423,0.1888052076101303,0.3494807779788971,0.44431132078170776,0.26623114943504333,0.18274781107902527,0.3470495939254761,0.4414325952529907
27,1795,0.27122098207473755,0.18857696652412415,0.34942370653152466,0.4453383684158325,0.267008900642395,0.18348173797130585,0.3467071056365967,0.4415304660797119
28,1862,0.27060720324516296,0.18840579688549042,0.3485678434371948,0.4450530707836151,0.2662118971347809,0.18304139375686646,0.3455328047275543,0.44109010696411133
