epoch,updates,auc,ap,val_auc,val_ap
0,0,0.9049700350676946,0.0046525582269067965,0.9915485576244812,0.9915024186930461
1,1000,0.8976206713834166,0.0033866116824746956,0.9934396212047857,0.9936353454781494
1,2000,0.9119455405653898,0.0035878037682854154,0.9939057710752344,0.993975805058564
1,3000,0.9114956239214272,0.003202961404069373,0.9933736616084148,0.9932959427850935
1,4000,0.9092070917157649,0.0032897600916112994,0.9932502419149751,0.993211297665622
1,4079,0.9082556764304055,0.0036286537628159,0.9928733335028932,0.9927836931145592
2,5000,0.9093465420205044,0.002760186822789373,0.9925557342878594,0.9925103428241981
2,6000,0.9056987347266134,0.0031483450906409018,0.9934089666621461,0.9934623534892517
2,7000,0.9082465964533291,0.00297432942149046,0.9929913800370613,0.9929857529233849
2,8000,0.9133652592383013,0.0030059236579763715,0.9938602165402068,0.9938796553717265
2,8158,0.901398118239008,0.0023454763335411036,0.9938725273311151,0.9939125375224969
3,9000,0.9056009464813551,0.0029953490073687124,0.9944126570728941,0.9944406732244748
3,10000,0.9073175745249408,0.0027277895299277592,0.9944423356768418,0.994330481898956
3,11000,0.9009706705484954,0.0021897337549845867,0.9943456427951992,0.994110160859514
3,12000,0.8969333565968898,0.00236080227133157,0.9938920928629769,0.993546337740188
3,12237,0.9040225423996291,0.003105663170923241,0.9937009102938855,0.9933684141409227
4,13000,0.9039208063382507,0.002481645077633213,0.9938226720392676,0.9935091043141981
4,14000,0.8893107116413974,0.002614451422563445,0.99352646376615,0.9931553502994165
4,15000,0.8978839067225463,0.0019065911178149221,0.992674663268518,0.9919763163001787
4,16000,0.8852761359622496,0.0018939370111586938,0.9906060664724107,0.989575562523082
4,16316,0.8847826925456597,0.002003184690660083,0.9908076319842959,0.9896568028836361
5,17000,0.8815857342523042,0.0018474971453947002,0.9907603322015905,0.9896695628884069
5,18000,0.8896638647923713,0.0015293346589945868,0.9910538351696679,0.9898329585198528
5,19000,0.8744353405004843,0.001528860117862566,0.9897830655990542,0.9881840720253651
5,20000,0.8864060177350683,0.0018432245374972924,0.9897338359945327,0.9881814879227351
5,20395,0.884487891476786,0.0017135168528785245,0.9891496805332232,0.9873148346115385
6,21000,0.8809947293798929,0.0018841363579751205,0.9891048207815943,0.987300494625169
6,22000,0.8829415319025037,0.0015438679544595758,0.9886777790058224,0.9865329082270924
6,23000,0.8830050161455599,0.001458432333075445,0.9876722024148139,0.9852605177953041
6,24000,0.8839162981002336,0.001462092918600653,0.9883981218715832,0.986246033479727
6,24474,0.8860670011256484,0.0016463871048398172,0.9884417639482346,0.9866774775961843
7,25000,0.8805007399887331,0.001398599800435172,0.9868681065894097,0.9835082610227648
7,26000,0.8762270358476151,0.0014288848836781355,0.987371888553905,0.9851078453710976
