,Sample,Fwd,Loss,Bwd,Step
Euler,0,4.845292329788208,0.34281492233276367,0.9537909030914307,0.18646764755249023
Argus (CPU),0,225.07905054092407,44.978477478027344,571.0504801273346,0.451601505279541
Argus (GPU),0,562.7247767448425,16.088117599487305,541.2551176548004,0.6600635051727295
GFM,1.2463243007659912,61.282833099365234,0,6.08300256729126,1.4582335948944092
