epoch,updates,auc,ap,val_auc,val_ap
0,0,0.5638895309660895,0.0067015106812006375,0.5337632277035294,0.5814031431840574
1,1000,0.97486858137351,0.12338213572713311,0.9963918108507813,0.9932877548338975
1,2000,0.9766062908375501,0.12993726245312612,0.9969862042553991,0.9936530017656416
1,2209,0.978391480309248,0.1293291623987039,0.9974884384294771,0.9952055286655883
2,3000,0.9874252789120113,0.10109295063809062,0.9987367568672245,0.9983242824356371
2,4000,0.9905347198784692,0.22862383923732876,0.9992238414716385,0.9989818896985951
2,4418,0.9919508092940315,0.29451903234950516,0.9995264427652885,0.9994159181868563
3,5000,0.9922159536741441,0.2771342100442488,0.9995797319239438,0.9994656563415352
3,6000,0.9925542195220146,0.18046741207293665,0.999508480254752,0.9992797204789599
3,6627,0.9932302436256156,0.17625369624552528,0.9996214786647335,0.9994765013570958
4,7000,0.9935818921805487,0.183219094947131,0.9996518772055317,0.9995280859631618
4,8000,0.9943808623518321,0.16978846401873976,0.9996573481458371,0.9995449869352999
4,8836,0.9939673842400069,0.14923689982190924,0.9995972243620455,0.9994425087747283
5,9000,0.9933902721190989,0.14125958240067313,0.9995714206762423,0.999398089335478
5,10000,0.9932087676438726,0.13244384705502132,0.9995889589587448,0.9994132408879419
5,11000,0.994072729751652,0.1481643522993426,0.9995777092219423,0.999399815313174
5,11045,0.9937282720853723,0.12615879376092123,0.9996303231311688,0.9994845764926306
6,12000,0.9937689801693178,0.1240851238638823,0.9995764844777351,0.9994159690252422
6,13000,0.9929275857692338,0.11607374523292749,0.9997163190702425,0.9996197989709416
6,13254,0.9930871993262851,0.11833001390599164,0.9996948355608524,0.9995876674323568
7,14000,0.9937622243596417,0.12831096855484247,0.9996958330534454,0.9995922001948365
7,15000,0.9934371800784717,0.12142689016417078,0.9997403119491289,0.9996580432945432
7,15463,0.9930190691812395,0.11441803520489063,0.9998094170820169,0.9997573427018192
8,16000,0.9934980750212643,0.1366711658321074,0.9997329929021167,0.9996475168344668
8,17000,0.9929986526973764,0.12026008104427002,0.9998117469896687,0.9997674591657695
8,17672,0.9946717368192441,0.1861691291726644,0.9998145825431086,0.9997761442625831
9,18000,0.9935949566353963,0.1398797215840058,0.9998234621575435,0.9997904548857852
