epoch,auc,ap,val_auc,val_ap
1,0.26777528044446336,0.00017675105788258284,0.9944001932095953,0.9823743361006145
2,0.48904318732310154,0.0002342085514398225,0.9961682198014603,0.9876644812205889
3,0.42569067116841164,0.0009790494929482365,0.9976431230517029,0.9935939183066789
4,0.31566080708144595,0.0007056040303820986,0.9972624540190465,0.9931656900823178
5,0.24036188057767602,0.00047625873659079256,0.9981175664553606,0.995882706876807
6,0.5340943234589557,0.0012390753658073953,0.9985366171634977,0.9963984895212876
7,0.47014646825524886,0.0012032144591726543,0.9979535097474519,0.9948816715917413
8,0.3042187505970415,8.690575906773545e-05,0.9979555073726563,0.9960869646085266
9,0.4772965348445685,0.0002557444168668388,0.9983085764245131,0.9962061259572421
10,0.42244534744338114,6.571414428075962e-05,0.9981188613709207,0.9949150939936477
11,0.44779006746400324,0.0004048711849437876,0.9977342218515121,0.9961972872088218
12,0.21775364413326256,0.001484865996560737,0.9977880421211492,0.9955702700938264
13,0.23075931251387266,3.801734515801843e-05,0.9980928982050479,0.9961179438593635
14,0.7510898438963541,0.00017232097851237698,0.9988062308420614,0.996398062247956
15,0.2699570963058984,3.5134029155050166e-05,0.9976265776726903,0.9960750451825757
16,0.3198947606014741,4.499911914948956e-05,0.9975848843657673,0.9959153651989465
17,0.5399323836585458,5.755778710605159e-05,0.9980853999006913,0.9909821315428416
18,0.23267045537303688,3.374663423553312e-05,0.997405690839638,0.9911448727701802
19,0.5070830592223178,6.080152347762254e-05,0.9983082735169279,0.9952327103432589
20,0.6342443478904458,0.00037534919019399437,0.9979927984275858,0.9962905799353925
21,0.8527955196706631,0.00167000731434535,0.9981451353040329,0.9967262388841851
22,0.8494895507159511,0.0024126793915085695,0.9986355771143189,0.9967618873083344
23,0.9126689445388214,0.0020877721051679255,0.9991106842770974,0.9969733909980274
24,0.625048862034322,0.002272127813105553,0.9984851540208735,0.9971459145051845
25,0.6998112094074989,0.0012771615595636723,0.9988437095679626,0.9975839452415056
26,0.7747271907319965,0.0025424805304117034,0.9987651123537435,0.9972566479891276
27,0.864637424505422,0.0036049392635256116,0.9987429319358699,0.9973215316465849
28,0.8258132791387687,0.0015363840782992545,0.9989927043350741,0.9976721296773187
29,0.891130831887224,0.002368537175387731,0.998926928320583,0.9974172027105636
30,0.8514475142398064,0.0025424229571597936,0.9991658540054049,0.9979762299662848
31,0.9026471721573298,0.010632473050536573,0.9990508071141255,0.9978082284491693
32,0.9201620416198287,0.007364953233217818,0.998784067973584,0.9974132191842923
