epoch,auc,ap,val_auc,val_ap
1,0.30715063659646913,0.00023623115014341785,0.9884503071331285,0.9569962904037896
2,0.3874453084760782,0.0002176295701944762,0.9939377670399853,0.9795048360778172
3,0.38850505359889465,0.0003826547321597979,0.9948005994983402,0.983806535834643
4,0.434128715887011,4.671465876666639e-05,0.9951298063284664,0.9815487330822297
5,0.2871820991625548,0.0011008866300542502,0.9966620666130483,0.9895741832575355
6,0.31176923302170967,0.0011362960612956094,0.9974501127519984,0.9927509447673784
7,0.5451874649475554,0.0011131370664800811,0.9978354838557758,0.9943871558808511
8,0.5188317294252734,0.0016406082533043707,0.9981225750765611,0.9942987485878538
9,0.4500415011234122,4.898997861798144e-05,0.9982992879196774,0.9934253460983753
10,0.3780407737589793,0.0007979916626327083,0.9984464461063944,0.9965539639950116
11,0.6181364345152394,0.00017221253799304663,0.9983891946837604,0.9965758069964451
12,0.7098999670871315,0.002254710399774979,0.9986041014046644,0.996858015229819
13,0.8289763175396836,0.001876820198868362,0.9989108614079497,0.9966069752290502
14,0.4110055167612305,0.0012223450207178468,0.998720460961296,0.9973335019131151
15,0.5020083861419106,0.0013681704360381064,0.9986929140589464,0.997574853568092
16,0.7194133769530043,0.0013335465642189568,0.9989886542881127,0.9978377349022437
17,0.7054153743614643,0.0012731127673468678,0.999188763154949,0.9979943701265294
18,0.8815933811501233,0.007713374672434663,0.9989799277382189,0.9979691215062957
19,0.6198192403290248,0.0009087564767754704,0.9987297418717082,0.997764320665675
20,0.7263124496585639,0.0013604318023470287,0.998697071129227,0.9976131971617866
21,0.9013953932652722,0.006548873057348363,0.999403280049395,0.9985331581665278
22,0.7941252386542379,0.0011647289664932755,0.9990759128527571,0.9981157309635565
23,0.7507478017743642,0.0010905595983567303,0.9990292677605116,0.9981018598381902
24,0.9167528361102959,0.0016852621151331555,0.9992532314756799,0.9981910957021481
25,0.925578950712932,0.002802222941028757,0.9992163600413968,0.9983607896284854
26,0.9295613192189979,0.011596247673176916,0.9994734246994295,0.9986280916160625
27,0.8598811325754534,0.00495836280441617,0.9994465353173978,0.9985539801247247
28,0.8474756583932525,0.0017550976238708104,0.9993373960597033,0.9981836959806885
29,0.905613740947968,0.01828150825047165,0.9995179559632404,0.9986718893533917
30,0.8703657110383308,0.0043195064199251995,0.9994577666125747,0.9985454371534644
31,0.8717914177756301,0.003696863165819364,0.9994166632630053,0.9985653081214383
32,0.8576032210120373,0.0029781719786211107,0.9993823775841391,0.9983586599005574
