e,te_auc,te_ap,va_auc,va_ap
91,0.7536684145908045,0.01323736606725576,0.7831783134788896,0.7266358963383824
181,0.7308520766051549,0.0345593049838192,0.8442228042760617,0.8227090390644908
271,0.7490320884798874,0.053955955171653414,0.9209636736878016,0.9303883290687937
361,0.7538140488832489,0.2962164698320421,0.9405257690224541,0.9551072155306112
451,0.7546658419159962,0.40280220621425566,0.9512152313162943,0.9650088250393588
541,0.7279700513332261,0.3595442318429753,0.9544954145118909,0.9668470285239075
631,0.7237142860137785,0.3689056637696738,0.9549924168290772,0.9657808915184117
721,0.7001028280996202,0.20271037789827706,0.9737698356120396,0.9806883385527554
811,0.7039838116567237,0.09098645273555066,0.9678832957683943,0.9740755010745434
901,0.7247892268083838,0.27264351542317916,0.9790017279682521,0.984659028856523
991,0.722257405184476,0.08807107275380877,0.9808430125463262,0.9859637967516215
1081,0.7166545399004584,0.1289217942647665,0.9794951881158677,0.9848792118877953
1171,0.7418703266412084,0.3418063669898146,0.9839401017175865,0.9887154458302477
1261,0.7105472301982325,0.07219524493217998,0.9802131290036524,0.9855232097897872
1351,0.7125482362734128,0.08301765078874199,0.9832273839440402,0.9879208602517193
1441,0.7095561198070252,0.06472653716995212,0.9817571258561413,0.9869806997383718
1531,0.713464012399507,0.05991785420882423,0.9803553504478798,0.9853674329982864
1621,0.711019027929234,0.07500607124933636,0.9814828466332538,0.9865726433582515
1711,0.7114828812192422,0.05279250464927907,0.9820284935445862,0.9867211215462847
1801,0.7054480714372962,0.03179751157832824,0.9799206639039977,0.9847159242695713
1891,0.71698457211627,0.12392221982799856,0.9830854163267788,0.9877865595605225
1981,0.6871854704780711,0.03840937866903007,0.9791427480339796,0.9840252422023696
2071,0.7124332073881977,0.06450913936758346,0.980969579167052,0.9857500653393099
2161,0.7246627915816731,0.048057111981584126,0.979227676834259,0.9840077562197131
2251,0.6989271749645065,0.046861020395762856,0.9803999233964908,0.985448481108963
2341,0.6945236651104757,0.04954484623370367,0.9785848794017665,0.9832986442000902
2431,0.7108686490400853,0.0777253077495907,0.9824975373875419,0.9872546293932074
2521,0.7014389975616083,0.0689259412080045,0.9806664180738771,0.9857887162770748
2611,0.683421019181301,0.14075550890792612,0.9798127089705471,0.9851160822437276
2701,0.6874564090177792,0.03521791913509218,0.9785514176702569,0.9832946680690214
2791,0.6566725001299247,0.03455876914335992,0.9771625684240065,0.9825408236590019
2881,0.6752361071312282,0.0392047821146684,0.9800957988929981,0.9850001710944303
2971,0.6904079205635345,0.045935347355873374,0.981905379471857,0.9867444411216402
3061,0.6652545514750675,0.049026291186204114,0.9773991636762203,0.9819901757082291
3151,0.704239095785794,0.038808756402708554,0.9799954695715144,0.984656180915084
3241,0.6380361518407767,0.02325685129803883,0.9757913165078298,0.9806626894799533
3331,0.6659733854606358,0.028768225439428665,0.9758639638251083,0.9803241568445776
3421,0.6544158237375703,0.022652018134196948,0.975387353268067,0.9799152683148616
3511,0.6895400800358295,0.03130748515314543,0.975997209154446,0.9810569631755501
3601,0.6464984848737292,0.020747931169345913,0.9695403224948123,0.9726834242223393
3691,0.6599831528198187,0.020414765002469307,0.9732912493616525,0.9778763876745789
3781,0.6489051263822637,0.02050982554575904,0.9720226566686201,0.9755644748712919
3871,0.6387446277097026,0.017221906910383184,0.9720545354169418,0.9750341196851983
3961,0.6852254003418978,0.03192568062840126,0.9746935915809989,0.979033196356237
4051,0.6705888712063777,0.02669793890816821,0.975125613546705,0.9796831575415991
4141,0.6400736251069051,0.02067869567375532,0.9712535651963521,0.9752563025998945
4231,0.6291655076426074,0.02620461338026464,0.9731180287050356,0.9773914728827804
4321,0.6409969594858888,0.023326994496216082,0.9735959103414445,0.977308222767415
4411,0.6084277995410099,0.02051932842293161,0.9690758342279658,0.973142675126428
4501,0.6106824070685223,0.017501368370386048,0.9650637713970619,0.9679269411034706
4591,0.6397484064499592,0.017679419382272254,0.9672573643038032,0.9691554315393919
4681,0.6434149245813252,0.017648623615173928,0.9692593894966051,0.9722700145352094
4771,0.6104192336681878,0.014673346254295113,0.9578784764905253,0.95915405590237
4861,0.6248887778260942,0.015758459836128978,0.9666211116661046,0.9690217487722981
4951,0.6275564687003921,0.01872606678561399,0.9680588573889296,0.9715706308147097
5041,0.6227904454525303,0.01927685031731286,0.9678361679135242,0.9720489350926191
5131,0.6066578029140871,0.015611950102315952,0.9611804382904356,0.9635151407810907
5221,0.6216369912371712,0.01596422015616811,0.9628694791481996,0.9643919673710255
5311,0.6167557391138263,0.015201628398264722,0.9641888342528117,0.9663337663099562
5401,0.637512329055215,0.016440709020844838,0.9678072007428572,0.9707261398948684
