e,te_auc,te_ap,va_auc,va_ap
91,0.6805656615771856,0.00907101270754909,0.7447095342409961,0.6774447439379061
181,0.7093285860517022,0.018026508478392222,0.8191366884955023,0.7679599115536502
271,0.7373382851107604,0.030945443939756193,0.8533005715938522,0.8334750890825092
361,0.759100881270219,0.1748386059759487,0.901604134994385,0.9145858948264179
451,0.7784524361352457,0.3902541788306832,0.9403420620798872,0.9552249735775752
541,0.7949032080204428,0.41912655337580873,0.9534122537822772,0.9669750926064996
631,0.7821443944079521,0.43339244947758093,0.9562053801491437,0.9686881484788221
721,0.8147457872670693,0.4277385864575443,0.9700567299137991,0.9784182664707217
811,0.9530293201732197,0.46157660404604367,0.9847502881386333,0.9891949657486794
901,0.952474802329619,0.4804494003513494,0.9857646422718684,0.9900619534250283
991,0.9462860552109961,0.4820703599686165,0.9863813738701176,0.9905224379330455
1081,0.9395231980987188,0.4649176825522833,0.985221186983972,0.9896004218954536
1171,0.9215655547134203,0.4541889742964499,0.9853854429768645,0.9896279349794974
1261,0.8579803523491988,0.4423486915202561,0.9831979913949848,0.9879740931599532
1351,0.8151610774030196,0.4396967449653506,0.9834912756634844,0.9882138907779819
1441,0.7939096563687218,0.4391840516188114,0.9829780084133423,0.9878133464928193
1531,0.756963923190055,0.44156350404278316,0.9817353467764962,0.9869058868096773
1621,0.7773130019272994,0.43051429502040656,0.9818026040085801,0.9870266840700096
