epoch,updates,auc,ap,val_auc,val_ap
0,0,0.27039692116036496,0.00013590478768729883,0.35009768511768213,0.38866150050606146
1,2000,0.915709976427002,0.00467518286785258,0.9996114453787351,0.9996561309519996
1,4000,0.961778781452629,0.004968452198368544,0.9998575700104076,0.9998257289625675
1,4079,0.9630264257403525,0.004542717764899088,0.999860319325697,0.999834838589758
2,6000,0.9789796178789503,0.006032590721033002,0.9998921865632019,0.9998757585717686
2,8000,0.9879698451357412,0.009468525852418632,0.9999132245610066,0.9998927893596086
2,8158,0.9874250129127186,0.009210720630804088,0.9999212181818199,0.9999046742110461
3,10000,0.9869803544238438,0.008502192148414871,0.9999296043840334,0.9998986455913857
3,12000,0.9914630828291132,0.012771696421047926,0.999941351688572,0.9999230524021604
3,12237,0.9910299486034659,0.012339173686501722,0.9999413137168234,0.9999237219379795
4,14000,0.988697536841608,0.01062248418267138,0.9999470214130524,0.9999257105075271
4,16000,0.9827231303151255,0.007756035387134309,0.9999492743643429,0.9999323119231014
4,16316,0.9925560987190563,0.016147528825812663,0.9999467657838137,0.9999339964690295
5,18000,0.9926415899370805,0.016423374968589508,0.9999483863452628,0.9999384028108228
5,20000,0.9902672725270871,0.01227763350546343,0.999959369720804,0.9999450309430769
5,20395,0.9894026000014582,0.011710680747072273,0.9999590655377666,0.9999485679144492
6,22000,0.9872149218982538,0.011201812879616727,0.9999602206797801,0.9999446370230702
6,24000,0.991009235168248,0.012736719561969652,0.9999616802322836,0.9999313031967421
6,24474,0.990228768720502,0.0122531956697553,0.9999645742349582,0.9999413617480002
7,26000,0.990506266595317,0.012696042875172096,0.9999612323853976,0.9999535708496629
7,28000,0.9920080578454848,0.015569940508383721,0.9999427359157357,0.9999021476477675
7,28553,0.9919808515126906,0.014480356734651343,0.999953647207137,0.9999360914082863
8,30000,0.9771926683107724,0.008220158310028002,0.9999549888584705,0.9999322434479996
8,32000,0.9874588045387858,0.010830654392191589,0.9999429506126729,0.9998864034803701
8,32632,0.9756658714253071,0.00799697473596113,0.9999221291956267,0.9998326121214228
9,34000,0.9781763548930124,0.006022149538141902,0.999967970093512,0.9999435507705873
9,36000,0.9868338064496968,0.01022916282874755,0.9999604697954358,0.999940936479519
9,36711,0.989756794703919,0.011970329962397625,0.9999518953559958,0.9998847103011771
10,38000,0.9922523940648902,0.01450068612836874,0.9999575617530643,0.9999473073296093
10,40000,0.9894413137982624,0.013066719255284761,0.9999715784111627,0.9999573056040598
10,40790,0.9915606778833698,0.018148020885221217,0.9999658295716883,0.9999541978436731
11,42000,0.9830461120714103,0.013009981184187714,0.9999483494447426,0.9999256130781605
11,44000,0.9844046227952413,0.0081461228422336,0.999959140642991,0.9999480936574104
11,44869,0.9819899536647342,0.009967707350718509,0.9999453928467381,0.9999195385123135
12,46000,0.9845446946710295,0.00845128434990281,0.9999638142992219,0.9999570720221482
12,48000,0.974101419093742,0.006900878358179673,0.9999571838203468,0.9999472163664573
12,48948,0.984333948487081,0.009188948973006816,0.9999499975059482,0.9999237240348549
13,50000,0.9826697676006326,0.0074416354149346095,0.9999492339474784,0.9999334025607561
13,52000,0.9748335793914725,0.006501193313120684,0.9999435380292601,0.9998978291218742
13,53027,0.9762103676639791,0.006271529380417061,0.9999585602774352,0.9999400741312833
14,54000,0.9758002987640043,0.006401424376028278,0.9999376422187026,0.9999058802201565
14,56000,0.9886538672756315,0.012499405492797613,0.9999379347649701,0.9998945064840344
14,57106,0.9876359102896249,0.01079119519795335,0.9999481431433754,0.999924147370009
15,58000,0.9851728594126234,0.010985761419952828,0.9999396819643381,0.9999101663431574
15,60000,0.9860806051320063,0.011714738706114369,0.9999583884828327,0.9999399614037742
15,61185,0.9896761248613266,0.012148158060216322,0.9999340201034821,0.9999073360232429
16,62000,0.983042458241597,0.008854264898636782,0.9999395351895246,0.9999141307991449
16,64000,0.9858970400820258,0.009326843991350085,0.9999371198370581,0.9998978839473773
16,65264,0.9868997601777304,0.00950376662117365,0.9999363248552742,0.9998909083539969
17,66000,0.9889760930671275,0.01433905108632041,0.9999479877895624,0.9999302043892923
17,68000,0.9841734655619905,0.010066320666964557,0.9999643615208943,0.9999587506348722
17,69343,0.9833007126127282,0.008020643328445192,0.999924876672952,0.9997955937390272
18,70000,0.9831904341492343,0.008055910773738392,0.9999565667248603,0.9999409196863194
18,72000,0.9753238561555575,0.006293138662511621,0.9999645110526538,0.9999521609808896
18,73422,0.9855361760902045,0.008885699944571298,0.9999721634321601,0.9999696735210084
19,74000,0.9844534665202178,0.008745431858410972,0.999958866859731,0.9999462936921967
19,76000,0.9687105669866951,0.005892588688136433,0.9999520079964066,0.9999228455108063
19,77501,0.9859566773042672,0.011000347023258965,0.9999579500128648,0.9999430680100726
20,78000,0.9789023498779084,0.00829183900910952,0.9999363620236015,0.9997955898793648
20,80000,0.9814450038471888,0.008527949410109141,0.9999331427746756,0.9998987494067892
20,81580,0.9843535699731593,0.009819101293652243,0.9999374999470843,0.9998918614201704
21,82000,0.9836269534172145,0.011030560906331444,0.9999473678417466,0.9999281016811816
21,84000,0.9903600630051294,0.014081812588613164,0.9999510826622557,0.9999354294406547
21,85659,0.9813406807063103,0.012890219720417975,0.9999287435932341,0.9998753001820494
22,86000,0.9883828454991754,0.01230536401536016,0.9999444330626857,0.9998817768643503
22,88000,0.9867597470992036,0.009979591432778542,0.9999327032371478,0.9999070428299721
22,89738,0.9872892920342713,0.014150251391624558,0.9999446969902765,0.999925752340757
23,90000,0.9825435634789177,0.010808159551433744,0.9999214681926117,0.999871198269774
23,92000,0.9786961730811287,0.008552685710127808,0.9999616894037605,0.999949630162916
23,93817,0.9900211723898409,0.012846005868417828,0.9999391199215589,0.9999149871591569
24,94000,0.9894359632474783,0.011912029087667284,0.9999455541455025,0.9999275624023141
24,96000,0.9848299621839534,0.008081001275450339,0.9999423709019606,0.9999152077386549
24,97896,0.9875463620605665,0.01215962498413371,0.9999262245187011,0.9998921847620503
25,98000,0.9846678245359359,0.010615715004223224,0.9999357487911411,0.9999021277288282
25,100000,0.9895735488390716,0.012610059117277285,0.9999434909979266,0.9999229617526328
25,101975,0.9831467645832579,0.009100179748482783,0.9999655312638991,0.9999336150695277
26,102000,0.9831627154403053,0.009612472362643855,0.9999645588892431,0.9999554251667714
26,104000,0.9838638559828615,0.011736555222192534,0.999940116068683,0.9997985775522799
26,106000,0.9789299341930972,0.010363467886282347,0.9999556487443996,0.9999517841989175
