epoch,auc,ap,val_auc,val_ap
0,0.49006678382860686,0.015623588882113978,0.7589805603380461,0.2094071522874534
1,0.4974921833438238,0.016214790217070108,0.707427528729727,0.3925805907172012
2,0.5006291009047258,0.01638854041530274,0.6972247175938707,0.39066244260888444
3,0.5008815536616842,0.01640684674738406,0.6908679396200644,0.3873132033418938
4,0.5004221016968021,0.016315854979724594,0.6882584784080567,0.3879517930349592
5,0.49988933994853574,0.01631511786913485,0.6860526618523719,0.38687574594468266
6,0.5003366807028136,0.01634145121519124,0.6869093244082003,0.3858140157882751
7,0.500034872575819,0.016306521858466268,0.6890622249280277,0.3863313635259849
8,0.5003526686861244,0.016345414778915823,0.6944692405717574,0.38891108364857657
9,0.5001532598072289,0.016318672970531127,0.68976817432744,0.3889776220747569
10,0.4994703882684999,0.01626003766705613,0.6929613741432457,0.38778107514777593
11,0.5007270058608732,0.01633744850865234,0.6923367333328361,0.3884362622254297
12,0.49983115004672457,0.01633216639246,0.6866515259434309,0.3870776408451975
13,0.4996005242433265,0.016285963357692494,0.6872218434340489,0.38667019951169207
14,0.49961583870956255,0.016276970781462348,0.6874005024577414,0.3871891646149213
15,0.49939635817565076,0.01628149282539211,0.6904092299075952,0.3883616977863156
16,0.5003539139442161,0.016324755383734315,0.6931518951875455,0.3878182898319437
17,0.5001409740071525,0.016320157869707586,0.6905514678002536,0.38770206464290535
18,0.4994620104475636,0.016273778655286758,0.6924006882437334,0.38844562216621664
19,0.499545674629889,0.01628234825788875,0.6924960260235671,0.3860955797212207
20,0.4986706620175255,0.016242614859072448,0.6878420131085925,0.3881151744987606
21,0.4997076720347614,0.016285638844662494,0.6931895903628984,0.3867876634938258
22,0.4995118105108929,0.016279659811071236,0.6922938128678282,0.38731805148122983
23,0.4996846960781724,0.016269968520187042,0.6975785330849746,0.386737572582992
24,0.4989558993157953,0.016258790766905708,0.6905288982386958,0.38612184778888753
25,0.4993731102042892,0.016273870206978604,0.6872089386963658,0.3888423407446222
26,0.49990300969838786,0.01628134824979601,0.698261003863943,0.3887347908526278
27,0.49983793582905417,0.016280601939273567,0.6931268609905661,0.387435140879246
28,0.4987093608480989,0.01624374681727354,0.6923113401503442,0.3886497648374573
29,0.4999309117948715,0.01628017454463998,0.6948318604780602,0.3856166217782521
30,0.4995716774643577,0.016265360885390587,0.6962917241200361,0.38714222782202884
31,0.5000578322322782,0.01628464958759012,0.6988245277507512,0.38695169118198636
32,0.4998369938103968,0.01627678001768207,0.6973694790107742,0.38695066989904414
