epoch,auc,ap,val_auc,val_ap
0,0.964281961678596,0.000846252383995428,0.9772434981820708,0.3739100082859302
1,0.94374343601142,0.0032600620439492915,0.9940469675422722,0.8703168654817293
2,0.9408488668793826,0.0007931010443348778,0.9918954723219858,0.7742365483387563
3,0.9343245722982251,0.0005609815974593889,0.9907065088753291,0.7703881415593598
4,0.9334204378661247,0.0005168363649091852,0.9917465028254153,0.805304738225647
5,0.9270644514524218,0.0005926393704948341,0.990384660988789,0.8141892369089248
6,0.9145168348900267,0.0005419559177006363,0.9914963169618514,0.8532459823366896
7,0.9110627901842399,0.00037618249086887395,0.9885029759236796,0.7863710346829769
8,0.9200437840524888,0.0004338423723604579,0.9913529040814751,0.8378052854560876
9,0.899686164719632,0.0003806849023755189,0.9895190780906595,0.8182867718807285
10,0.901657971724644,0.000334396853098902,0.9889056815104204,0.8045616483771981
11,0.85575480731356,0.0002351425696717247,0.9909177524139924,0.8466928628410622
12,0.6432389030737017,9.715692857372069e-05,0.9151195790570164,0.30982825465618574
13,0.4273448111082691,6.438812942699113e-05,0.7249152429106454,0.12768883658286884
14,0.4252832468933886,4.515294090751609e-05,0.7318909478376681,0.14417665748532774
15,0.43074495419771863,4.515878341475676e-05,0.7252076678570338,0.15542738070674186
16,0.4256062136378473,4.4393132027368076e-05,0.7279520678216475,0.14614256506797824
17,0.4239546636364481,4.424762048482573e-05,0.731568033162981,0.1196377883308919
18,0.41774604992296643,4.377430530596464e-05,0.7335882188218099,0.12914967328037036
19,0.4253288017512738,4.451494975996719e-05,0.7392864750391702,0.13781734283468994
20,0.4141551562109007,4.345017473437067e-05,0.7365958600243766,0.1450465388773588
21,0.4180544181159572,4.376531531998936e-05,0.7365017383433137,0.13734831609716258
22,0.4167414060167105,4.3753178142662086e-05,0.740818161604379,0.15838720299812287
23,0.4216589093990156,4.410752852337119e-05,0.7419554344558619,0.13238567748158608
24,0.4164477672120058,4.3713757340905625e-05,0.7294626784817002,0.11826041172765425
25,0.40955070277278594,4.305911165182651e-05,0.73060198159938,0.13167184853728334
26,0.4122060911670192,4.3250058727253076e-05,0.7269619962656246,0.12137283210805067
27,0.40958612802353006,4.3080881746278504e-05,0.7298612624771157,0.10892681277323402
28,0.41013726156786956,4.3091818839568265e-05,0.7339147965726451,0.12007976833577005
29,0.41102046999081976,4.3149673123637826e-05,0.7306747591804368,0.11942944680183544
30,0.4114669482678537,4.3194848787298815e-05,0.7306163911623778,0.10965718152769426
31,0.41412089430439397,4.341331255114451e-05,0.7322746812453651,0.11507296443749972
32,0.41419111584334745,4.3440651609250746e-05,0.7324238516862037,0.11657197596223988
