epoch,updates,auc,ap,val_auc,val_ap
0,0,0.9245372319331685,0.028727506644282412,0.9479710393188291,0.8895002115536595
1,1000,0.9755770944256267,0.020553234221835054,0.9995044099773798,0.9994815085935606
1,2000,0.974297749682952,0.02413671806574658,0.9996038616667057,0.999252137811467
1,2067,0.9779591368826598,0.022688480689387627,0.9995362200573646,0.9991203651799381
2,3000,0.9873282262613653,0.02040874704974293,0.9991438965454461,0.9984482890652249
2,4000,0.991686078055442,0.02461246424444218,0.9993610364515528,0.9989953775194684
2,4134,0.9920929573574887,0.024910595321322084,0.9994495635247905,0.9991502560971306
3,5000,0.9927348793996921,0.02680308704700001,0.9996567531143173,0.9994632730713331
3,6000,0.993014819826493,0.02582986024184671,0.9996885510401348,0.9995158102270957
3,6201,0.9932304771049321,0.02670715959363389,0.9997151402975083,0.9995560807724095
4,7000,0.9940209970876336,0.03165664862880679,0.9997129133609086,0.9995304575539079
4,8000,0.9954055019769581,0.05392236942291282,0.9997693865773107,0.9996344977032108
4,8268,0.9958426321723516,0.06885030909209568,0.9997864647339669,0.9996653296608954
5,9000,0.9970340482899032,0.09726519385924318,0.999789083928446,0.999666119761872
5,10000,0.9976648177084517,0.11315223535586262,0.9997806608115992,0.9996466654340899
5,10335,0.9979452128559596,0.11623077697174079,0.9998030322940502,0.9996983263470426
6,11000,0.9980921355096426,0.11489043717240864,0.9998410484778023,0.9997582522792884
6,12000,0.9979643829236579,0.09534117500328729,0.9998396038978095,0.9997628280851942
6,12402,0.9983085347008142,0.11540358323359487,0.9998509405759204,0.9997844419786875
7,13000,0.9985210089343046,0.14283572422029883,0.9998586154607728,0.9997959424739588
7,14000,0.9984382497656393,0.11376293130609345,0.9998697724216448,0.9998159266814067
7,14469,0.9980120567998815,0.08829498601103293,0.9998673732104464,0.9998052189442421
8,15000,0.9986484743282639,0.13487738477685413,0.9998783326803969,0.9998276330623269
8,16000,0.9985669596583755,0.126624442031756,0.9998849538132338,0.9998393268875471
8,16536,0.9983272500478055,0.11179684297331051,0.9998843878723022,0.9998448920191946
9,17000,0.9985007618965108,0.12120400907000735,0.9998904800414742,0.9998474535262097
9,18000,0.9982717501888886,0.10200579772350551,0.9998965640602047,0.9998628991452279
9,18603,0.9980445094987566,0.09439714239863722,0.9998978261275001,0.9998641045601616
10,19000,0.9983908630814412,0.11815927290532516,0.9999030504676705,0.9998802986946658
10,20000,0.9981645557653919,0.10235618741853793,0.9999048002817041,0.999882647216566
10,20670,0.9981823616709694,0.11178352582787197,0.9999094907178983,0.999882344593008
