e,te_auc,te_ap,va_auc,va_ap
999,0.8471583954340619,0.00023742836669702407,0.9363667308351695,0.07712603760530701
1999,0.9182233363672314,0.0003442497184195158,0.9649509731906848,0.15157597043259424
2999,0.9408160189234054,0.0006128406827204007,0.9776853801944516,0.20700079792297624
3999,0.9390636242849248,0.0005248639539552125,0.9820411019234755,0.22269785404156844
4999,0.9264337066623212,0.00037850573488872665,0.9682492257013658,0.13237362271997555
5999,0.9359027376303127,0.00043271188806067855,0.9711251313856664,0.14003445977233478
6999,0.9137423791608912,0.00032170559542491167,0.9665936575758157,0.12498709858485411
7999,0.9373691788883186,0.0006239140727262585,0.9797864649373149,0.20861561140521928
8999,0.9264136692823314,0.001522656327911482,0.9726610076924722,0.15558231697254418
9999,0.9228097973698502,0.0012767079465536197,0.9691789359535142,0.13972991726951833
10999,0.9284409436280858,0.0013968060606592981,0.9622485111375976,0.11652839730105295
11999,0.9289149705803879,0.000812812419124269,0.9629739915836786,0.12257562124775237
12999,0.9209992709664496,0.0010465966798945694,0.9548998275581142,0.09967723676138777
13999,0.9452921629970226,0.0009094898360123555,0.9497948504146535,0.08650779580502638
14999,0.9243981311684348,0.00046215866916818587,0.9449687255745094,0.08340578320453146
15999,0.9158773129000973,0.00045771080404564843,0.9497169877195298,0.09063331018967417
16999,0.9075035662265343,0.00044055127636774506,0.9482641056421199,0.0904121088177778
17999,0.9069272570097154,0.00039002521490282655,0.9569274135821884,0.11496361791282053
18999,0.9115969247933137,0.00036779731172244837,0.9552304755827299,0.10708118870520267
19999,0.9091965459630812,0.00027439310067235034,0.945399543629203,0.08035281826916811
20999,0.9231738943420082,0.0003396448495566737,0.9466437778291237,0.08057683912099295
21999,0.9041878982036848,0.0003793267902676793,0.945424246890731,0.08378649222394885
22999,0.9211691360392082,0.00036561719756423563,0.9538853027123722,0.10240582917965693
23999,0.9141645750438211,0.0005464233186467372,0.9461636940960345,0.08388011975468462
24999,0.9228064042664251,0.00036909463624172,0.9394523882242299,0.07163722489373865
25999,0.9243705519361844,0.00045144661817178767,0.945391967805773,0.0827534666052282
26999,0.9284749494967858,0.00033871778725781183,0.9557974300855865,0.10123457232892198
27999,0.9348623708699644,0.00037577893998782,0.9509230332990817,0.08870251886343164
28999,0.9246499417879249,0.00032864872014986846,0.9550172364550692,0.1011590270980436
29999,0.9289097303437372,0.000345628016491949,0.9533399929467613,0.09423080088356134
30999,0.9316276737207808,0.0003648629568558754,0.9550731516726966,0.1002653710090622
31999,0.9335945603167666,0.0003851476377859353,0.9538356024461515,0.09462301305486312
32999,0.9205965977485199,0.0003033713491705989,0.9517739237185713,0.09053817919912861
33999,0.921937214919536,0.00029898481789120607,0.9543156295989141,0.0968631065894937
34999,0.9182169316335473,0.0003233610798061509,0.9555000686290439,0.09882560244000924
35999,0.9348792560769497,0.00038186701373177205,0.9543957032824367,0.09652134456603748
36999,0.9288299714230968,0.0003446363357501778,0.9544678223470281,0.09461418596689071
37999,0.918611858573405,0.00030699729175498236,0.955119209790385,0.09588508171562175
38999,0.9331258575617163,0.00040294594761699815,0.9529291168160697,0.09286996507788708
39999,0.9302394143842981,0.000352277789339368,0.952912871274237,0.09147753077631744
40999,0.9383877998529667,0.0003791288414916504,0.9586531074458666,0.10723981299384529
41999,0.9369087097478732,0.00036407853887365977,0.9605920125800108,0.11249657279558896
42999,0.9313337167047392,0.00035534559300368155,0.9601645754899177,0.11141101426757288
43999,0.9274628391291884,0.0003495485451939605,0.9595511313729428,0.10883949474625469
44999,0.9266211377530267,0.00032756088261158,0.9592651912969743,0.10774063582787734
