epoch,updates,auc,ap,val_auc,val_ap
0,0,0.9652707673327589,0.0843198977906323,0.9726586064163818,0.9466551214693577
1,1000,0.9730829004237082,0.13776126479779077,0.9989516920006267,0.9985809976685571
1,2000,0.978762477793146,0.11242455315030964,0.9999213975261179,0.9999166691855249
1,2209,0.9775833815364584,0.13165838015724418,0.9999285738731281,0.9999251492735977
2,3000,0.978811690059695,0.15648906000195995,0.9999710690242296,0.999970939301859
2,4000,0.9853617154364821,0.2085460514984575,0.9999428119029773,0.9999359126531667
2,4418,0.9832776428213817,0.21472337639204592,0.9998821169813964,0.999863650718861
3,5000,0.9842044899554243,0.2414746474843377,0.999828132231384,0.9997263661506759
3,6000,0.984204626924732,0.20332547763155906,0.9999226259608963,0.9999052126715146
3,6627,0.9862943797375922,0.1639664912055444,0.9998637018817246,0.9998349954007175
4,7000,0.987067925988264,0.19047411093716515,0.9998748672921023,0.9998261450642209
4,8000,0.9848995366787571,0.26617805810025136,0.9999024516472423,0.9998902281797728
4,8836,0.9779750009581809,0.23232922778837117,0.9999570230729743,0.9999541573675551
5,9000,0.9798808080193306,0.2501677949021408,0.9999712889885295,0.9999679872621651
5,10000,0.9787843807968483,0.23464176372961632,0.9999854873853969,0.9999816177788592
5,11000,0.9754363554104412,0.19538748031848496,0.999981197415371,0.999973538162937
5,11045,0.9750624855995909,0.21500920513558072,0.9999816499044232,0.9999422210783834
6,12000,0.9758836286846828,0.20760479136897148,0.9999753517694933,0.9999590770880179
6,13000,0.9753534930078014,0.17664923874690525,0.9999836553983545,0.9999826764987145
6,13254,0.9761731052594547,0.20053577013039806,0.999991144981033,0.9999911359263951
7,14000,0.9768157934506707,0.18712968477965267,0.9999891529795799,0.9999891842821105
7,15000,0.9743218764389079,0.20034450021036976,0.9999908063116993,0.9999908613052179
7,15463,0.9748206260017844,0.16638244889789372,0.9999890732132,0.9999890940955012
8,16000,0.974400943986023,0.17544687975572487,0.999990895323273,0.9999909313033383
8,17000,0.9775750989218526,0.14493379677789991,0.9999856915365374,0.9999856814443231
8,17672,0.9708060112799703,0.17629897596946725,0.9999851048170313,0.999985102365858
9,18000,0.9721664105864319,0.1559911620151276,0.9999839824517717,0.999983850614677
9,19000,0.9726721294699642,0.17481130959093202,0.9999732749912406,0.9999707342789141
9,19881,0.9798459332164888,0.17403294003234665,0.9999561873212287,0.9999513606368644
10,20000,0.9759494867506245,0.18120987011133816,0.9999595111497512,0.9999577818998331
10,21000,0.9761663575067967,0.16131671936129957,0.9999749409463646,0.999973062930301
10,22000,0.9737971268786257,0.15109504990829367,0.9999346379132491,0.9999308241444224
10,22090,0.9723317808829149,0.1485351311114689,0.9999438283863741,0.9999419089966787
