epoch,auc,ap,val_auc,val_ap
0,0.9580253765669632,0.001329566748492321,0.9985794922476328,0.9709830716832581
1,0.9396176892689508,0.0021884142318189153,0.9986303854931448,0.9903260077258705
2,0.9475701670288672,0.005477618592847892,0.998672513868898,0.9917676458660246
3,0.9547771539394223,0.005919205092797943,0.9990909494316567,0.9932066066162273
4,0.9540795998085734,0.004403666226355133,0.9988256296880332,0.9906972753406409
5,0.9536411955819251,0.007170920708667665,0.9988006289687597,0.9909073878758148
6,0.9719342714036834,0.012889526380069608,0.9991438671348251,0.9935124421509562
7,0.9610426107331261,0.019048705480022417,0.9988265417467949,0.9926535746129126
8,0.9738506839915547,0.022757060117578016,0.9991772050873661,0.9949292588558787
9,0.9752366037253927,0.038733458119705404,0.9989519708666539,0.9947295469222519
10,0.9727601874874579,0.03703068124838329,0.9989449114474949,0.9942766546086895
11,0.969715286851495,0.039545540872032416,0.9990137266666834,0.9942880445098436
12,0.9668229797776976,0.03475691645443199,0.99882546542215,0.9929406355123642
13,0.9633779013348143,0.03329246439693921,0.9989073750075095,0.9935989257706026
14,0.9610300362114697,0.02759648376784177,0.9989739493942718,0.9934359366808301
15,0.9617588619181767,0.031659186170587286,0.9990308850014523,0.993328444868928
16,0.9563680177261126,0.019427553688194953,0.9989987838996939,0.993419468754374
17,0.9538522337930732,0.017230476735859084,0.9990073121281513,0.9921864358249707
18,0.9507203771162257,0.014948571709159201,0.999073574854733,0.9929574417296234
19,0.9517605976025575,0.018410263652556214,0.9988968107691484,0.9923089545830509
20,0.952787959824736,0.015436780364320968,0.9989667641351867,0.9921638935800625
21,0.9533839562105375,0.016481189782404808,0.9990100574784533,0.9926601709869971
22,0.9537358284336994,0.014439626299320543,0.9990019389628222,0.9915988149864107
23,0.9527735551639741,0.014039183491084727,0.9988644122677512,0.9911781570100479
24,0.9535356039643794,0.013753958921889114,0.9988171737731071,0.9910510763680488
25,0.952438491531062,0.012955943867128384,0.9989116157932714,0.9909927351519076
26,0.9523256944304412,0.014031975142973501,0.9988601154860071,0.9914002633089299
27,0.951772320896723,0.012254963637675087,0.9989296457981418,0.9911026233289173
28,0.952255014174451,0.012714226299239071,0.9989769845350537,0.9914594059699012
29,0.9522363596816239,0.01156345785691638,0.9989557280376243,0.9912291821520028
30,0.9524552985449647,0.011545596413044808,0.9988859868645605,0.9915445662567224
31,0.9523483181655314,0.011573264803516163,0.9989802024665724,0.9914378060560192
32,0.9528759735945954,0.011787342958255436,0.999001848198112,0.9911608493977992
