e,te_auc,te_ap,va_auc,va_ap
91,0.5480985421840437,0.009404838411343142,0.4973657705670081,0.4858425535404344
181,0.6334327965392249,0.008360931021458608,0.6707779075231989,0.6396497096973786
271,0.7120753903175581,0.010369071750311988,0.768119285906455,0.6993650212777234
361,0.7159666423404941,0.010650408339995383,0.7815324117541834,0.7142171986827547
451,0.7036536001392926,0.010539656028890024,0.7901017920492853,0.7280412884613283
541,0.7018449295322567,0.011097184844212644,0.8183871273964639,0.7728597516635063
631,0.7771993453890961,0.034276973996012636,0.9423307780799959,0.9526549558023962
721,0.7648094310665821,0.05145170837267663,0.9491404068730146,0.9618643653897101
811,0.7393861647670442,0.03519338238611777,0.9427884788737644,0.95607527316176
901,0.7440410003220809,0.12577483997625766,0.9516349348527865,0.9644513228254377
991,0.7318179261566417,0.21454538344368135,0.9594131472545804,0.9705148263716279
1081,0.7407207480993201,0.29732709112673666,0.9645616656195133,0.9740579474468313
1171,0.7642307281929784,0.3309886938636681,0.9640428910933811,0.972952063186301
1261,0.8108792168016983,0.35459256502447767,0.9751567133132908,0.9817586054609359
1351,0.923169980087038,0.42112098191004554,0.986838370741299,0.9913631610672056
1441,0.9658230493280272,0.623170425339884,0.9885834893391721,0.9928616678068751
1531,0.966822159329957,0.6218690225967685,0.9884356971838191,0.9924963433954945
1621,0.9479675526961943,0.49983866643965524,0.9886207297824403,0.9924149078270164
1711,0.7676833256996818,0.43324387314060137,0.9845012147458561,0.9887843021168071
1801,0.6589131014424567,0.4101400727540611,0.9798567966058017,0.9848764352340912
1891,0.6519833076260786,0.415635610858325,0.9841507551106277,0.9885775072229137
1981,0.6325132964564152,0.37486732034359915,0.9857174266535377,0.9902520614262651
2071,0.6857537539414633,0.3654890213512009,0.9872761737306679,0.9915228139889363
2161,0.7129237835157484,0.28321209473275344,0.9859343640572835,0.9901091110712428
2251,0.6933505773677662,0.1828475223289742,0.9737477542648378,0.9792499932471073
2341,0.6903866526329587,0.1188246904672043,0.9652267937753433,0.9708465669386876
