epoch,auc,ap,val_auc,val_ap
1,0.3100992791666889,0.00019736950177025848,0.9934922467973824,0.9790181394757422
2,0.37782614778159207,0.00017904696215765865,0.9967421954961156,0.9879646958360939
3,0.4884441186365968,0.0016355349001465516,0.9978083504295738,0.9943838923525423
4,0.5789603002757309,0.001022854793521556,0.998041006874843,0.9949489352671687
5,0.7194299884998534,0.0014412702885108935,0.9988832696640202,0.9964368489720747
6,0.7736891046197806,0.0004674598360200017,0.998731302595047,0.9968494544740205
7,0.7176012665306645,0.0011301520412912258,0.998025504507566,0.9966611067536144
8,0.6117787614100267,0.0004515623035252704,0.9980524899088119,0.9960476424555652
9,0.6467250910753515,0.00018838422398180597,0.9987491659292806,0.9968322844246253
10,0.20965085536193429,3.57601002290245e-05,0.9985033095238176,0.9962399601483247
11,0.894049780805138,0.0024363350916342405,0.9984559694961187,0.9964606935330379
12,0.5561588288855058,6.578083047868003e-05,0.9979095820384608,0.9951402023445746
13,0.37124061841689826,6.775197904629386e-05,0.9978064365846852,0.9889031424008179
14,0.5324156776254451,6.754997690753189e-05,0.9962104076948628,0.9529159718430983
15,0.6904872544068394,9.785628182161816e-05,0.5277550810356841,0.4547547710539447
16,0.3504232511162335,5.51360251687601e-05,0.7530290377032131,0.08110992321154534
17,0.6631809358057066,8.296930342043825e-05,0.4048813628073685,0.02404892029653084
18,0.3364012092298131,4.186443448449361e-05,0.8578453543293505,0.20494792297615347
19,0.3614025377752376,4.026045660969265e-05,0.9425244125623023,0.20015003812636717
20,0.4590567332529598,5.492957570647965e-05,0.9627466848389215,0.41042740390499405
21,0.43569231674878617,5.4302789720973195e-05,0.7021058030994399,0.1271008363599686
22,0.2852048285381293,5.20885860649669e-05,0.8402114610349443,0.08302003081316135
23,0.2657104610726039,3.506379379233454e-05,0.8709967147526643,0.10588273054102541
24,0.42312672509920934,5.814570359584976e-05,0.8851401782801436,0.15059394397482873
25,0.28720116192930817,4.828333809353619e-05,0.8673759934365987,0.11278325626701287
26,0.3253223210726435,5.351775914706562e-05,0.7256087669593907,0.05771664829356708
27,0.3459954368405532,5.073676852978315e-05,0.8219488038216999,0.09659574658563477
28,0.2326621259544041,3.6862847313918105e-05,0.8380616201465636,0.09406736497844632
29,0.24868567795622573,3.533315719968552e-05,0.9700697513062708,0.7338386223345039
30,0.24608645166022208,3.463717779635888e-05,0.9580316287358851,0.30474732516599706
31,0.31180623777235356,3.775900802699348e-05,0.9915660107795424,0.9368484596668982
32,0.20647557347227585,3.391809568020157e-05,0.9933110640921562,0.9625985138579276
