,auc,ap
0,0.9848977280112493,0.2906339948564931
1,0.9794800606116713,0.24698052434807466
2,0.8260052117739705,0.07740350517001073
3,0.990839507837467,0.4904881180541092
4,0.9776974714940768,0.21767611272153983
5,0.9906592959172966,0.7813409665299716
6,0.9925401561148859,0.47446289363676136
7,0.988381861914361,0.42041148770961395
8,0.9856639390016992,0.3972225527463332
9,0.9910567800231735,0.482423268874876
