,auc,ap
0,0.7266418093494992,0.8013331981073191
1,0.6552803481794295,0.7603802521111741
2,0.6876474370670866,0.7673419564961562
3,0.5354430528208829,0.6967911894819064
4,0.7199210320200266,0.8017655082227482
5,0.7961942624270503,0.8395874977727363
6,0.8401044619359925,0.8597610165150174
7,0.7532514927746707,0.8005866276357498
8,0.80324674093465,0.8381694947032206
9,0.6439484299900706,0.7518621507669135
auc    0.716168
ap     0.791758
dtype: float64
auc    0.028528
ap     0.015466
dtype: float64
